"whiskey_id","author_id","review"
2968,5,"This is High West Rendezvous Rye finished in port and French oak barrels. It is a campfire pour. An arsenal of smoke spice and sweet alternating back and forth. Just when you think the nuance ends pronouncements of chocolate cinnamon plum pepper spice and barbecue. Its complexity hits a homerun offering honey red fruits and citrus to a lingering tickling spicy finish. A must have. Sourced whiskey."
2969,9,"A perennial classic. Not aggressively bold like its younger sibling (Thomas H. Handy) but this is a rye of distinction and class. Still quite vibrant for its age with plenty of spice (cinnamon soft evergreen vanilla hint of nutmeg) softened and balanced by sweet notes (caramel toffee) glazed citrus and dried oak on the finish. This remains the benchmark for what a mature rye whiskey should taste like."
2970,5,"Just beautiful. Long rounded notes of caramel cinnamon roll taffy butterscotch brisket burnt ends nutmeg Jamaican jerk plum pudding ginger light sassafras root beer roasted marshmallow cotton candy orange peel raw honey and pie crust. If it sounds complex it’s because it is and the finish just doesn’t quit giving you a lingering taste of every note."
2971,9,"This is a good as rye whiskey gets. It’s powerfully spicy yet there is a calming sweetness along with soft berry and citrus fruit behind the spice. I find its oily texture very soothing and this also marries beautifully with the spice from the rye and the resinous oak. The flavors are crisp and incredibly clean and the 18 years in oak has added formidable depth."
2972,9,"(Previously reviewed in Vol. 15 No. 1.) A wonderfully crisp clean rye for 18 years old (or any age for that matter) with incredible depth and balance. A perennial classic."
2973,9,"Very mellow silky in texture and on the sweet side for mature bourbon. It’s not bold like Parker’s Heritage Collection 27 year old which has much more oak spice and resin. Willett’s foundation of molasses and toffee is accentuated by candied fruit fig dusty corn and tobacco with mint tea cinnamon and vanilla peppered throughout. It’s perilously drinkable. I am impressed how these 20-plus year old Willett rye and bourbon whiskeys maintain their balance and keep the oak in check. Splendid ultra-mature bourbon. (Less than 100 bottles of this were sent to California and not all the same barrel. Happy hunting.)"
2974,9,"A blend of two whiskeys; a 6 year old made from 95% rye and a 16 year old made from 80% rye.  These are very high percentages; a straight rye whiskey only needs to contain 51% rye to meet the definition.  It was very clever to marry the vibrancy of a younger whiskey with the depth of a mature whiskey.  Thanks to the high rye content this whiskey is very spicy with cinnamon crisp mint and fennel.  Underlying sweet notes of caramel molasses vanilla macaroon cocoa and candied fruit provide a calming effect and enhance the whiskey's complexity.  But in the end the rye is the victor emerging with a vengeance and giving the whisky a bold warming spice finish."
2975,9,"A benchmark rye whiskey which has been stored in stainless steel tanks the past several years to prevent excessive aging while new batches mature. This is the last of the “tanked” stock. Soft and teasing for a rye whiskey but perfectly balanced. Gentle toffee and molasses provide a foundation for interwoven clove mint and cinnamon. Delicately dry lingering finish. Buffalo Trace Antique Collection 2015 Release."
2976,9,"This was my second lowest rated whiskey from the 2009 Collection (a 91 rating). This one is an impressive whiskey and an improvement from last year. It’s soft (for a straight rye) well rounded and easy to embrace with tamed spice (cinnamon mint vanilla mocha) nougat toffee fruit (bramble subtle citrus) subtle date and polished leather on the finish. Buffalo Trace is playing a shell game with this aged rye (being stored in stainless steel tanks over the past several years until new stocks mature) but in this instance there seems to be a prize under every shell. Well done! (Editor's Choice)"
2977,13,"Sweet bakery notes jump off the nose: globs of vanilla gooey chocolate brownies wet walnuts and almond cream. The whiskey further develops with aromas of incense oil lemon curd and new leather. On the palate there is an increased spiciness that really pops supported by maple syrup and mint leaf. The finish is nutty with excellent length showcasing maturity beyond the age statement. The bold flavor and big proof here benefit from a splash of water to bring a mosaic of flavors into better focus."
3007,9,"One of the best Handy offerings yet. Very vibrant with dynamic spice (firm mint warming cinnamon allspice hint of clove) and lush fruit (citrus orchard fruit golden raisin brandy and teasing coconut) all tamed by a bed of soothing caramel and honey. It’s not easy for a whiskey to come across as excitingly youthful yet nicely matured. It’s a difficult balance to achieve but this whiskey pulls it off. Editor's Choice"
2978,12,"Pure panache: roasted cinnamon allspice berries baking chocolate dried cherries grape jelly and polished oak on the nose; with time aromas of nougat and almond. More chewy dried cherries and grape fruit leather on the palate along with zippy cinnamon paprika black pepper and a hint of mint. Dark chocolate tobacco and plenty of oak add support especially after water is added. More dark fruit and dark chocolate on the finish as well as persistent oak that swerves pleasantly into leather."
2979,8,"This limited-edition rye from Knob Creek beat the odds to rise to number two by flexing its muscle to impress tasters from both the U.S. and the UK. Superlatives were in good supply: intense massively chewy huge very bold aggressive. This 9 year old unfiltered cask-strength bottling simply presents heaps of flavor for a fair price. Caramel-drizzled flan charred marshmallow and honey-roasted peanut aromas lead to mouth-filling flavors of tropical fruits citrus oil and peach nectar. Lemony bright with cinnamon and peppery spice galore it’s surprisingly drinkable at proof but water really unpacks the flavors. Number 2 in the 2018 Top 20"
2980,3,"A seamless fusion of rain-moistened earth gunnysacks and searing white pepper underpins the delicately bitter grain-like notes of fresh-baked rye bread. Lilacs and violets speak of rye grain as do delicate cloves and tingling ginger while dark stewed fruits attest to age. A mingling of hand-selected barrels of 10 year old all rye whisky Masterson’s is redolent of vintage car leather and kiln-dried burley tobacco with touches of dry herbs and spearmint. Sweet vanilla envelops early butterscotch."
2981,9,"Incredibly soft and mellow for a rye whiskey with no signs of excessive oak. This whiskey is obviously of the same pedigree as the Willett Rye 22 year old bottling reviewed here a year ago. It’s another impressive whiskey. Light toffee nougat and rummy notes are accentuated by crisp mint cinnamon nutmeg and Earl Grey tea. Pristine on the palate with lingering cinnamon warmth on the finish. A polished whiskey with surprising subtlety and finesse. At 137 proof it’s like getting a third of a bottle free!"
2982,5,"This sings a tune of balance with caramel coconut chocolate barrel char and campfire smoke harmonizing at the opening. Next comes an amazingly complex series of herbal notes: dill oregano and thyme. That’s when cinnamon bread coffee and crème brûlée take over; each note super concentrated and rounded. The long finish presents a hint of cinnamon. This is a must-have sipper. (450 bottles)"
2983,12,"Rare Breed bourbon enjoys notoriety as a great value and this new rye stands shoulder to shoulder with it. A gift for Wild Turkey fans from master distillers Jimmy and Eddie Russell it’s not chill-filtered making it even more full-bodied and rich. Zesty aromas of mint eucalyptus pine and cedar chest mingle with sliced orange candied strawberry and sweet pecans on the nose and that profile carries over into the nutty spiced herbaceous and citrus-sweet flavors of the palate. With water the full spectrum of flavors—and the harmonious interplay of grain and barrel—reveal themselves leaving an unforgettable impression of perfectly controlled power. Number 5 in the 2020 Top 20"
2984,8,"Elijah Craig always impresses with value but until now has been confined to bourbon. This foray into rye whiskey sticks close to Elijah Craig’s bourbon roots by using only the minimum-required 51% rye in its formulation; however it does achieve a nice departure in flavor. Aromas include butterscotch caramel-nut clusters and peppery spice. The spice ramps up on the palate carried forward by the full body hearty proof and mouth-coating texture as cherry cola baking chocolate and darker fruits emerge. Priced a notch below comparable peers this rye delivers powerful flavors that feel excitingly untamed and will impress bourbon and rye lovers alike. Number 7 in the 2020 Top 20"
2985,12,"Complex from the start with a nose of roasted nuts and dark fruit—blueberry pie grape jelly—along with bundled herbs fresh-brewed iced tea and weathered barn boards. Mint cinnamon pepper concord grape jelly peanuts and black tea swirl on the palate which is full and robust thanks to the absence of chill-filtration. Without water it finishes hot but the oak roasted nut and tiramisu flavors help retain balance. Editors' Choice"
2986,12,"Concord grape juice leather armchair cola syrup iced tea roasted pecans and furniture polish on the nose. The palate is deeply fruity with cooked cherries blackberries Concord grape jelly Coca-Cola dark chocolate silky baking spice and white pepper with a lush and velvety texture. A complex finish of bitter chocolate peanut shell Dr. Pepper and leathery oak rounds things out."
2987,12,"There’s much to discover in the depths of this glass which continues to develop over time. Dark fruit tobacco orange pekoe tea white pepper leather dry-roasted peanuts and varnish unfold on the nose while the palate is fruity with blackberry raspberry blueberry and orange; it also has dry oak nuts tobacco and a lot of black pepper spice. The finish is leathery and peppery with cigar and persistent dark berry flavors. A dense decadent whiskey that makes it all seem effortless. (12000 bottles)"
2988,8,"The vanilla and oak-driven nose offers layers of stone fruits golden raisin tropical fruit and citrus zest along with hints of espresso violet and fresh herbs. On the palate this is so dialed in! Laser-like in its delivery of sweetness and spice it rings clean and bright and simply sizzles with candied ginger warmth before the finish pours on cocoa and nutty flavors. Tastes wonderfully mature yet full of vigor."
2989,2,"A limited-edition release of Boxergrail Rabbit Hole’s 95% rye aged 6 years and bottled at barrel proof. Powdered sugar glazed donuts candied nuts cherry blackberry and vanilla custard punctuate the nose. A rich spiced palate offers notes of grape jelly and allspice while water unlocks semi-sweet chocolate licorice honey-coated almonds and toasted oak. A long finish anchored by balanced oak offers raspberry tart baking spice maple syrup and tiramisu."
2990,12,"The nose has vanilla galore along with nuts milk chocolate cooked cherries orange oil cinnamon and iced tea; water highlights the grain to great effect. Chewy and textured in the mouth with plenty of chocolate peanuts cinnamon nutmeg ground ginger and cayenne pepper plus lively orange zest. It finishes lengthy and satisfying: dark chocolate and that orange zest integrating seamlessly with cinnamon brown sugar and polished oak."
2991,11,"Redemption repeats their barrel-proof MGP-sourced 95% rye now at 7 years old. Has a year significantly changed last year's 90-point outing? Oak is more subdued and the pepper floats on sweet light caramel. It is still quite nice at full-bore no water needed. Sweet vanilla and bitter rye oil blend surprisingly well; this is hitting the bells and it's better integrated. Big swaggering and sporting big-barrel maturity. Can go toe-to-toe with almost any rye out there."
3025,9,"Distilled in 2008 this is always the youngest whiskey in the Collection. The boldest and spiciest too! A blast of mint clove and cinnamon leads the spice charge with fig dates caramel-coated nuts vanilla and candied fruit. Well-integrated flavors and a smart balance of youth and maturity."
2992,12,"A welcome addition to the Elijah Craig family this rye has rock-solid heft and flavor that doesn’t quit. The nose swells with cooked blackberries and raspberries fruit leather iced tea cola and stately oak. It’s chewy and viscous on the palate with more berries and grapes (often jammy) well-integrated oak dark chocolate and lush spice. The finish rides a long way on peppery dark fruit wet walnuts dark chocolate and rich oak. Editors' Choice"
2993,11,"Redemption delivers a 10 year old barrel proof rye (sourced from MGP); the bottled whiskey is mingled from only six barrels. Nose of hot bitter rye spice and caramel with oak. Great whambam! feel of sweet whiskey followed immediately by oily spicy rye which then controls the flavor and finish without dominating. Not over-oaked and these older MGP barrels are finally showing what 95% rye can do. At 6 years it could be a high-rye bourbon; this simply shouts rye. Fascination."
2994,2,"A delightfully complex nose of vanilla hot cross buns and bakery shop cherries coconut raisins figs licorice old leather and hay barn. A smooth viscous palate offers lemon honey fragrant oak cigar ash dark berries and more coconut. Spicier notes emerge with water while the finish offers rich smoothness with spiciness chocolate-covered coconut tobacco and bitter herbs. Lots of depth and complexity. A great whiskey to enjoy with a cigar."
2995,13,"Demonstrating clear maturity and complexity this is sweet right off the bat with cocoa-dusted truffles dark chocolate-covered cherries crème brûlée and gingersnap cookie on the nose. The palate is chewy with more dessert notes like tiramisu mocha and candied apple in addition to tobacco leaf and with water dried ginger allspice and raisins. The finish displays savory spices cocoa powder espresso peppermint stick and blueberry jam with excellent length."
2996,12,"This rye finished in virgin Spanish oak and Brazilian teakwood barrels has a delicious nose full of vanilla extract fresh-baked dough cinnamon and nougat. It’s consistent on the palate balancing the sweetness of marshmallow and vanilla frosting with licorice tea mint and toasted oak. More toasted oak cinnamon and brown sugar on the finish tinged with bitter black tea. Collectibles"
2997,8,"Cereal grain notes and fresh-cut oak suggest some youthfulness here but the stone fruits and hot caramel sundae appear dense and richly layered. On the palate the big up-front sweetness evolves into nougat marzipan and caramel-covered apple sprinkled with root beer spices before more grain and pastry notes appear on the finish. Powerful and vibrant stuff."
2998,12,"Fragrant and inviting on the nose with a juxtaposition of floral and fruit notes—rose petals fresh cherries—then saddle leather spice mint oil tea leaves and almonds. Those aromas are echoed on the palate’s robust Gobstopper of flavors: dark chocolate-covered cherries cinnamon maple syrup Italian plums walnuts and undertones of mint. More dark chocolate mint and almonds on the finish which has remarkable length. Water is transformative bringing out more fruit but with or without it this is an outstanding whiskey."
2999,12,"Deep complex and ever-developing flavor that doesn’t quit. The nose shows cherry Robitussin leather sofa old books polished oak and a refined sweet nuttiness like Jordan almonds. Chewy and oak-driven on the palate with cherry cough syrup roasted pecans dried ginger white and black pepper and ample oak; flavors of burnt ends and burnt marshmallow hint at the peat—which comes from the use of peated malt whiskey backset—but could just as easily be mistaken for barrel char. The peppery ashy chocolaty finish keeps going and going. (2250 bottles)"
3000,9,"A bottling from only five barrels of 95% rye whiskey produced at the former Seagram’s distillery in Indiana. It’s the American whiskey equivalent of drinking Ardbeg Supernova. Powerful and invigorating are words that come to mind. Crisp mint warming cinnamon dried citrus cocoa roasted nuts and subtle botanicals are soothed by caramel molasses and honeyed orchard fruit. Brisk bracing spicy finish. The notes are clean and the whiskey’s not just a one-trick “rye” pony. The sweetness balances the rye spice quite nicely. If you just can’t get enough rye in your whiskey then this one’s for you. (Available only at the High West Distillery in Park City Utah.)"
3001,8,"This veteran rye never managed to ascend from the bottom shelf. Perhaps a new generation of enthusiasts couldn’t get behind the staid name or found the price too low to believe. But having persevered for over two centuries Old Overholt’s time has come. This new version (indicated by its red cap) eliminates chill-filtering resulting in greater flavor and depth. Aromas of Christmas spice cake cinnamon apple and toasted grain lead to a mouthful of berry fruit with seductive allspice cacao and walnut notes. What’s old is new again! Number 12 in the 2020 Top 20"
3002,8,"Dripping with caramel and tingling with spice this is a blockbuster whiskey that delivers across a spectrum of flavors. Maple syrup sugar in the raw and caramel-drizzled flan highlight the aroma while the palate turns fruity and tropical with the sweet drive of peach nectar grilled fruits and pineapple upside-down cake. At the same time it’s lemony bright warmly spiced tremendously rich and oh-so-good! Pour on the water and enjoy the ride!"
3003,9,"The youthful testosterone-laden member of the Antique Collection family. Bold and spicy with cinnamon and clove but softened and balanced by thick toffee vanilla and honeyed orchard fruit. Lush and mouth-coating. An exercise in extremes: bold muscular spice along with soothing sweeter notes. While its older sibling Sazerac 18 year old expresses a classic “older rye” low-risk profile Handy pushes the envelope in many directions."
3004,9,"The youngster in the 2011 Antique Collection. One taste and its relative youth is confirmed. (But no worries; it’s mature enough to enjoy neat or with some water (and would be a killer in cocktails). This is rye whiskey in its most vibrant masculine and purest form. Bold spice (fresh evergreen warming cinnamon) honey-coated orchard fruit golden raisin caramel and brandy with a crisp clean finish. The American equivalent to a young cask-strength smoky Islay whisky."
3005,9,"Wonderfully complex on the nose and palate with great depth; plus the oak is kept in check. Notes of molasses graham cracker Earl Grey tea spring flowers nougat evergreen warming cinnamon and subtle tropical fruit leading to a polished oak charcoal-tinged finish. Very well done! The clear winner in this trio."
3006,12,"Lush cooked dark fruit and dark chocolate aromas mingling with baking spice earthen floor leather and iced tea hint at what’s to come on the palate: chocolate-covered cherries blackberry jam a sweep of gingerbread spices plus fresh mint and zesty dill all with ample depth. There’s no end to the white pepper mocha leathery oak dark chocolate and candied ginger on the finish which remains complex and rewarding long after the glass is empty. (2439 bottles)"
3251,6,"Matured in refill American oak casks. Brine sea breezes woodsmoke green apples and ginger on the nose plus buttery smoked haddock. Sweet and supple on the palate with cigar citrus fruit and spicy peat notes developing. Scorched saucepans licorice lemon juice and black pepper in the finish. £110"
3008,8,"Big vanilla and toasty oak meet the generous sweetness of overripe plums and cooked fruits like canned peaches and marmalade. The deep char aromas suggest toasted marshmallows and bananas Foster with glints of rose petal. The flavors pour forth like dense fruit preserves coupled with sweet dried corn whole-grain toast and waxy notes of paraffin and honeycomb. A richly layered complex rye with dried herbs and strawflower on the finish."
3009,12,"The nose has coffee beans dark chocolate green pepper jalapeño blueberry and bonfire—like an amaro that’s trying to pick a fight. On the palate it’s sweet savory spicy and smoky: Mexican chocolate grilled pineapple and corn smoked nuts coffee ice cream chipotle and barrel char. The mouthwatering finish continues the theme with mole sauce coffee bean dark chocolate roasted pecans and smoked almonds. There are a lot of layers here—you’re going to want to spend time exploring them."
3010,8,"A nicely layered nose reveals cocoa fruit nougat nuts and spice in abundance. The dark chocolate envelops the fruit like chocolate-covered blueberries while the warming spice evokes fresh-baked gingerbread cookies with traces of paraffin wax hinting at maturity. The rich palate is noticeably hot but water treats it well and is necessary to fully unleash the confectionary notes of Jordan almonds and root beer barrels candy as persistent vanilla and cherry coulis ride to the pepper-laced finish that’s long and expressive with drying oak."
3011,8,"The 2019 rendition of this coveted annual release matured for 8 years in new heavily charred barrels evidenced in its deep orange-amber color. An aroma of dried fruits—peaches and dates—is underscored by alpine herbs sandalwood dark chocolate and toasted nuts. The palate pours full creamy and bold with plenty of proof—but it’s carried beautifully. Mouth-filling berry and dark cherry fruit are rounded out with spice and adding water only gives greater length to the sweet treacle and delightful burnt sugar flavors before a finish of chocolate-covered nuts."
3012,9,"A blend of straight rye whiskeys finished in French oak and port barrels. Gobs of fruit (red and black raspberry plum dried citrus) and crisp mint on a bed of caramel and vanilla. Lingering cinnamon and fruit on the finish. Distinctive and impressive."
3013,9,"Spicy and pleasantly sweet. Vibrant too with cinnamon peppermint stick and caramel corn. Warming spice zing on the finish. Quite possibly at its peak age for flavor maturity and balance."
3014,9,"Distilled in 2002 this is the youngest of the collection allowing the vibrancy and boldness of the rye grain to shine through (and an interesting comparison to the Sazerac 18 year old). Lush fruit Seville orange gin botanicals fresh mint golden raisin dried pineapple coconut and honeydew melon tamed by soothing caramel and vanilla. Lingering dried fruit and spice finish. Not excessively aggressive like some young ryes I’ve tasted. I really like the dark sugar notes and lushness in this year’s release that provide balance. One of the best Handys."
3015,8,"This smells of rich toffee and caramel draped over leathery oak and warm apples with a touch of paraffin that evokes age. The body is quite generous—full and creamy—as flavors of maple candy and chocolate-covered cherry are nicely punctuated with red-pepper spice. Dense fudge-like flavors and lively citrus oils lead to a finish of black pepper and baking spices."
3016,9,"Full-throttle rye bottled uncut and unfiltered. Bold spice notes (cinnamon allspice mint) lush fruit (ripe orchard fruit golden raisin) orange liqueur and subtle coconut all on a bed of caramel and honeyed vanilla. Clean and uncluttered. This isn’t a one-trick pony. It’s the sweetness and fruit that accompany the rye spice that makes this whiskey so attractive."
3017,12,"An effusive nose with aromatic notes that become almost incense-like—cardamom cedar pine resin—as well as sweet berry notes lemon milk chocolate and graham cracker. The palate is fresh and intense; breathe out mint on the exhale. Licorice tea cacao horehound candy and plenty of oak are carried by the chewy full texture. Peppery mint oak char baking chocolate and pine on the fairly lengthy finish. Sprightly original and exciting."
3018,5,"Ah the pleasant aroma of warm rye rolls nails its opening but so much more awaits. Balsam peppercorn almond butter arrowroot pie crust pine nuts pumpkin pie brown sugar and savory toasted rye bread tingle as slight hints of pear tobacco and citrus develop. Then it’s earth from sautéed mushrooms to soil. The long strong finish presents baking spices. Lovely sipping rye!"
3019,8,"Complex and complete the sweet and chewy aromas of maple syrup and crème de marrons meet milk chocolate and Andes Mints. On the palate the intense layered sweetness of vanilla crème brûlée pecan pie butterscotch and honey is tempered by chili spice and deep earthy notes of leather and tobacco before toffee and baking spices carry into the long finish."
3020,9,"Darker chewier than the Sazerac 18. Thicker too with more toffee and molasses in the middle reminiscent of demerara rum. More wood and spice on the finish. Not as pristine as the Sazerac 18 (especially regarding the fruit notes) but with plenty of complexity and sheer entertainment to warrant a score in the 90s."
3021,5,"Is this perfect? From the look and nose yes. Rich caramel and campfire smoke early on; it’s robust but balanced. Crème brûlée with a sultry smokiness raw honey with a dusting of nutmeg and a Scotch ale malt profile that’s creamy and mouth-coating. Alas a heavy bite hides much needing water to open up. A drop adds complexity spice vanilla chocolate and licorice."
3022,8,"This elder rye shows fine craftsmanship balancing touches of toasted-spice and floral aromas with dried herbs candied orange peel and mature varnish notes. It’s big on the palate with heaps of molasses creamy vanilla sweetness and orange Creamsicle that lead to pleasing cedar and sandalwood oak with zesty grapefruit notes. The medium finish is satisfying and well balanced."
3023,2,"This presents a pleasant nose of fresh-baked muffins honey-dipped apples powdered sugar raisin bread baking spice and cooked black cherries. Big and spicy but smooth on the palate with flavors of dark fruit and bitter chocolate grape jam blackcurrants herbs cola and dark berries. The finish offers richness and length with vanilla notes spice and freshly baked apple pie. This is a big solid whiskey beautifully structured and carries its proof superbly."
3024,2,"Malted rye is a rarity in whiskey and at 60% of the mashbill here this earns high marks for originality. The nose has lively notes of chili powder pepper and paprika along with licorice pfeffernüsse candied dark berries orange peel and spearmint. The palate begins gently enough then whips into a spice storm of chile peppers and spicy cooked meats with flavors of roasted pecan dark chocolate blackberry jam more orange peel and rich oak before a finish of dried oranges vanilla syrup and well-integrated spice. Number 18 in the 2020 Top 20"
3026,8,"Sweet and spicy on the nose this offers peppermint candy cane root beer barrel candies plenty of citrus and some raspberry notes. However it’s the wet earth and funky mushroom tones that make this the most peculiar of the family. There’s great breadth of flavors on the palate as a mélange of spices—allspice clove and cinnamon—ride along on a wave of persistent sweetness laced with anise and cola."
3027,12,"New Riff’s first whiskey releases were all bottled in bond from the start—a bold move for a brand new distillery. This rye proves it was the right decision. Complex and compelling it shows maturity while retaining liveliness and verve. Grassy and herbal on the nose it also has orange cedar sassafras rose petals and syrupy blackberries. The medium-weight palate balances clove cedar oil orange berries bubble gum and cinnamon which melt into an herbaceous nutty chocolate-rich finish. The patient drinker is rewarded as aromas and flavors develop beautifully in the glass. Number 17 in the 2019 Top 20"
3028,12,"Concord grape jelly blackberry jam Coca-Cola spices leather iced tea tobacco barn and maple syrup on the nose; with water the fruitiness blooms and takes on sweet banana and marzipan. The palate is hot with heaps of baking spice cacao nibs and mouthwatering oak; add some water and the rich interplay of dark fruit and velvety spices returns along with dark chocolate-covered banana cola and chocolaty oak. Warming and lengthy finish."
3029,9,"Enjoyable dark sweet notes: molasses maple syrup fig grilled corn. The spices are there too (cool mint cocoa powder warming cinnamon nutmeg). They’re well-rounded and show up more toward the finish (along with some tobacco and polished leather). Soft reserved and slightly past its prime but it still maintains its dignity."
3030,8,"Rich and mature with its deep flavors of spiced oak figgy fruit and varnish turning to candy apple dried flowers hazelnut torched sugar and cracked black pepper. The palate is explosive at full proof as sweet stone fruit gives way to earthy oak and tobacco. The calvados barrel maturation really sings on the finish where sweet apple candies and pecan pie meet big cinnamon and ginger spices. Incredibly drinkable at this proof with well-balanced oak."
3031,12,"A well-choreographed interplay of rich dark fruit—plums Luxardo cherries Concord grapes—and deep spices on the nose along with hints of wood char and licorice; it turns tropical and nutty when water is added. The palate is richly spiced—cedar ginger cloves allspice—and silky with extra-dark chocolate grilled plums espresso beans and hints of aged cigar. It ends rich and toasty with lush oak hookah tobacco and coffee bean."
3032,12,"Mature but lively character; it has dark fruit black tea mint oil fennel seed and licorice on the nose. The palate is brawny and robust—it practically eats water—and swells with mint licorice root beer black pepper baking spice espresso and grape Robitussin. The lengthy finish is peppery and rich with oak herbs baking spice tea leaves and dark chocolate."
3033,2,"From Colorado-based Wood’s High Mountain Distillery. A nose of apple brown sugar and blackcurrant set against jalapeño spice and smoke. The palate offers flavors of cinnamon and burnt espresso beans with an alluring smoky bitterness and notes of jalapeño smoked chiles and black pepper. On the finish dried dark fruits and bitter chocolate emerge with a blast of pepper at the end. Rich brawny and assertive but also supple and well integrated."
3034,2,"Part of the Tennessee Tasters’ Selection series this rye was matured in barrels located at the top of barrel house #1-05 in Lynchburg. The nose offers custard coffee cake bitter orange orchard fruit spice and toasty oak. Candied apple and orange fill the palate along with black cherries cinnamon bread and pepper. Green apple dark chocolate and raisins mark the finish. Water or ice recommended. (Available at the distillery and in Tennessee only)"
3035,12,"A pretty and unusual nose: nutty with toasted grain uplifted by fresh-squeezed lemon plus chai spices brown sugar seasoned oak and cedar chest. The palate has intersecting layers of citrus wedges allspice black pepper dried ginger milk chocolate toasted nuts cedar and a hint of peppermint. Give it time and a few drops of water to fully open. A full flavorful and long-lasting finish offers peppery chocolate oak and toasted nuts. (Best Value)"
3036,9,"Powerful lush and boldly spicy. A mouth-coating invigorating rye whiskey with chewy toffee fig cake and candied fruit penetrated by thumping mint warming cinnamon and clove ultimately revealing more subtle notes of allspice coconut and nutmeg. Long delicious finish. An amazingly vibrant whiskey that lets you know you’re alive. The American whiskey equivalent of a young cask-strength Islay single malt scotch or an imperial IPA."
3037,12,"An enigmatic and quiet whiskey whose subtle complexity begs for your attention. The nose is minty and fresh with pine balanced by earthy clay matcha green almonds milk chocolate and spice. Dry and a bit earthy on the palate which has texture without heaviness; mint walnuts dark fruit cola root beer and black pepper create a savory-sweet effect leading into the well-paced finish."
3038,12,"Don’t shy away from tasting this at proof at least at first; it’s a gentle giant whose savory character is well-served by the high alcohol. Cooked cherries blackberry jam iced tea tobacco barn and dark chocolate on the nose. It’s chewy and char-forward on the palate showcasing dark-roast coffee cooked cherries and blackberries polished oak dark chocolate black pepper dried chile and a well-woven char note. Savory and lengthy to finish with coffee baking chocolate and persistent white pepper."
3039,9,"This whiskey has been getting intermittently softer and less vibrant since the 2005 release. Additionally the 2009 release is slightly sweeter on the palate when compared to last year’s release. Is this good or bad? That depends on how you like your rye whiskeys. Personally I’d like to see more rye zing but the pleasing soothing nature (for a rye) in this new release makes up for it. Notes of toffee cinnamon creamy vanilla date mocha bramble glazed citrus soft mint and dusty spice (nutmeg cocoa) with a dry polished leather finish. I like it slightly better than last year’s release which I rated an 87. That was my least favorite vintage over the past five years. This new vintage is still not up to those classic Sazerac 18’s bottled in the first half of this decade which I consistently rated 95 and higher."
3040,8,"The savory and spice qualities here are really captivating as spicy Slim Jim converges with Christmas cake mulled wine with spices plum pudding anise cookies and quinine. The palate suggests sherry with its heaps of dried fruits brandied cherries and star anise. Despite the decadent fruit it’s not too far afield for any whiskey lover with drying tannins and added character from finishing in cherry brandy vermouth and bitters barrels."
3041,9,"Very much in the same vein as the Rittenhouse Rye with just a bit more oak spicy heat and some leather on the finish."
3042,12,"High West made a momentous change to its recipe for Double Rye! this year for the first time adding its own house-made pot still rye to a blend that was previously fully sourced from other distilleries. Apple blossom yuzu chamomile tea walnut shells pine boughs and green-apple candy on the nose shift into an oily palate that starts off soft and then picks up speed and spice. Flavors of lemon black pepper walnut-and-apple chutney dark chocolate and a lively hit of green apple make this a satisfying pour—especially at the price. Above all it validates High West’s skill as both blenders and distillers in their own right. Number 14 in the 2018 Top 20"
3043,5,"Delivering a buttery mouthfeel with toasted rye and baking spice notes Peerless is the only craft producer on our list. It’s hard to pinpoint why this young rye succeeds where others fail but one point of difference is the use of sweet mash fermentation rather than the much more common sour mash technique where spent mash is added to the new fermentation. Furthermore the Peerless warehouse achieves temperatures upward of 110 degrees. Whatever the technical reasons Peerless is paving the way and we expect more craft distillers to join them. Number 15 in the 2017 Top 20"
3044,3,"Beautifully boxed for gift giving a quality that carries over into the whiskey itself. Fresh-cut red cedar unfolds into hard candy green apples nail polish rye bread and ripe black cherries on the nose. Vague cedar on the palate becomes fruity and floral then hot and spicy. Distant licorice root is restrained by German rye bread. Earthy but not dusty with a sweet hot effervescent spiciness. Fades in a long tingling finish. Complex and expressive: rich yet ethereal."
3045,5,"First impression: spice and herbs completely own the moment. Then caramel vanilla and the cadre of baking spices develops into identifiable clove cardamom ginger crushed poppy seeds and cinnamon. Then the spice turns to another style: pepper with hints of earthy black pepper and habañero jelly. Slight hints of vanilla powdered sugar and marshmallow appear just before a medium-to-long finish with a spicy caramel chew."
3046,12,"A reluctant nose with aromas that are difficult to discern although a few emerge: white Necco wafers cinnamon Red Hots leafy herbs and—with water—blueberry jam. The palate is chock-full of mint candy even mint toothpaste plus black pepper and tannic oak; water brings out more blueberry notes. The lengthy finish laced with tobacco has more mint and oak black pepper and dark fruit."
3047,12,"This whiskey’s lush qualities are immediately evident on the nose which is redolent of Mexican chocolate cedar spice fresh dark berries raisin-studded stollen and balsam boughs. Without water oak dominates the palate but add a few drops and much more unfolds: grape cough syrup blackcurrant jam mocha and rich spice with more blackcurrant allspice pepper and lingering herbs on the finish. There’s lots to unpack here all of it good. Editors' Choice"
3048,12,"This relaunched version of Old Overholt’s bonded rye is not chill-filtered and it makes a noticeable difference. Aromas of cinnamon-sprinkled apple slices toasted grain spearmint and peppermint candies and Cinnamon Life cereal carry into the palate which balances oak and grain superbly: fresh mint licorice black pepper allspice cinnamon cacao nibs and walnuts. The vivacious spices almost pop in the mouth but settle down into a satisfying finish of black pepper cacao mint and well-integrated oak. Well-balanced without water but a few drops serve it well. Best Value"
